uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
albondigas-de-pescado-o-caracol,NA,325,Albóndigas de pescado [o caracol],Costa Atlántica,San Andrés y Providencia,NA,NA,"2 libras (1 kg) de caracol sancochado (o pescado crudo) · 2 pi­mentones picados, finos ·
2 cebollas cabezonas, peladas y picadas finas · 3 dientes de ajo, picados finos · 1 taza de
miga de pan · 1⁄2 libra (250 gr) de papas, peladas y cocidas · 2 huevos, batidos · 4 ajíes
dulces y picantes, picados finos · cilantro picado · pimienta y sal a gusto · aceite","Se muele en grueso, con la máquina, el pescado crudo (o el ca­racol sancochado),
se pone en un recipiente y se le agregan las cebollas, los ajos, la miga de pan, las
papas, los huevos, los ajíes, el cilantro, sal y pimienta. Se amasa bien y se forman las
albóndigas del tamaño de un huevo. Se ponen a freír en aceite caliente, volteándolas para que se doren parejas. Se sirven como aperitivo, acompañadas con yuca cocida.",2,10,12,1 1/2 hora,90,0,"Albóndigas de pescado  [o caracol]  S a n
|
Andrés y Providencia
|
Grado de dificultad **    Tiempo de preparación: 11⁄2 hora    Raciones: 10 a 12
(ver foto página 227)g r a n l i b ro d e l a co c i na co l o m b i a na
326
2 libras (1 kg) de caracol sancochado (o pescado crudo) · 2 pi­mentones picados, finos ·
2 cebollas cabezonas, peladas y picadas finas · 3 dientes de ajo, picados finos · 1 taza de
miga de pan · 1⁄2 libra (250 gr) de papas, peladas y cocidas · 2 huevos, batidos · 4 ajíes
dulces y picantes, picados finos · cilantro picado · pimienta y sal a gusto · aceite.
Se muele en grueso, con la máquina, el pescado crudo (o el ca­racol sancochado),
se pone en un recipiente y se le agregan las cebollas, los ajos, la miga de pan, las
papas, los huevos, los ajíes, el cilantro, sal y pimienta. Se amasa bien y se forman las
albóndigas del tamaño de un huevo. Se ponen a freír en aceite caliente, volteándolas
para que se doren parejas. Se sirven como aperitivo, acompañadas con yuca cocida"
albondigon,94,94,Albondigón,Antioquia y Viejo Caldas,Antioquia,NA,NA,"2 libras (1 kg) de carne de res, molida · 1 libra (500 gr) de carne de cerdo, molida · ¼ libra (125 gr) de tocino, picado en trozos pequeños · 2 cebollas de huevo, ralladas · 2 dientes de ajo, picados · 1 taza de bizcochos, rallados · 2 huevos batidos · 2 zanahorias cocidas y cortadas en tiras · 4 huevos, cocidos · 1 cucharada de mostaza · 2 cucharadas de perejil, picado · sal y pimienta a gusto.","Se mezclan las carnes, el tocino, la cebolla, el ajo, el bizcocho, los huevos, la mostaza, el comino, sal y pimienta. Se amasa bien y se extiende sobre un lienzo, en la mitad se colocan los huevos cocidos y las zanahorias, y se enrolla. Se pone en un molde engrasado y se lleva al horno precalentado a 350°, por 1 hora. Ya cocido, se rocía con el perejil y se adorna con ra­jitas de pimentón rojo.",2,8,10,1 hora,60,NA,"Albondigón Antioquia Grado de dificultad ** | Tiempo de cocción: 1 hora | Raciones: 8 a 10 2 libras (1 kg) de carne de res, molida · 1 libra (500 gr) de carne de cerdo, molida · ¼ libra (125 gr) de tocino, picado en trozos pequeños · 2 cebollas de huevo, ralladas · 2 dientes de ajo, picados · 1 taza de bizcochos, rallados · 2 huevos batidos · 2 zanahorias cocidas y cortadas en tiras · 4 huevos, cocidos · 1 cucharada de mostaza · 2 cucharadas de perejil, picado · sal y pimienta a gusto. Se mezclan las carnes, el tocino, la cebolla, el ajo, el bizcocho, los huevos, la mostaza, el comino, sal y pimienta. Se amasa bien y se extiende sobre un lienzo, en la mitad se colocan los huevos cocidos y las zanahorias, y se enrolla. Se pone en un molde engrasado y se lleva al horno precalentado a 350°, por 1 hora. Ya cocido, se rocía con el perejil y se adorna con ra­jitas de pimentón rojo."
alegrias-de-burro,255,341,Alegrías de burro,Costa Atlántica,Bolívar,Palenque,NA,2 libras (1 kg) de millo · 1 panela negra.,"Se remoja el millo y se escurre. Luego se cocina en poca agua hasta que se abra el grano. Aparte, se prepara un melado con la panela y poca agua y se baña con él el millo. Con las manos húmedas se forman bolas que se dejan secar.",1,8,10,1½ hora,90,NA,"Alegrías de burro Pa l e n q u e , B o l í va r Grado de dificultad * | Tiempo de preparación: 1½ hora | Raciones: 8 a 10 2 libras (1 kg) de millo · 1 panela negra. Se remoja el millo y se escurre. Luego se cocina en poca agua hasta que se abra el grano. Aparte, se prepara un melado con la panela y poca agua y se baña con él el millo. Con las manos húmedas se forman bolas que se dejan secar."
alfandoques,110,110,Alfandoques,Antioquia y Viejo Caldas,Caldas,NA,NA,2 panelas negras · 1 taza de agua · ½ taza de coco rallado en grueso.,"Se pone el rallado de coco en una bandeja enmantequillada y se lleva al horno ca- liente hasta que dore un poco. Las panelas partidas y el agua se cocinan a fuego medio hasta obtener un melado grueso. (La fórmula antigua de reconocer el punto es esta: se saca con una cucharita un poco de melado y se deja chorrear sobre agua fría, entonces este debe entiesarse y quebrarse al presionarlo con los dedos). Se le agrega el coco y se vierte en una lata bajita enmantequillada y se deja enfriar un poco. Aún caliente, pero ya manejable con las manos, se re­coge y se cuelga de una horqueta de madera pelada y se em­pieza a estirar con las manos y los brazos por varias horas hasta que blanquee completamente. Se estira delgado y con unas tijeras se cortan porciones como palitos que se dejan se­car. Antes de cortarlos se pueden teñir con colores vegetales.",3,30,NA,4 horas,240,NA,"Alfandoques Caldas Grado de dificultad *** | Tiempo de preparación: 4 horas | Raciones: 30 2 panelas negras · 1 taza de agua · ½ taza de coco rallado en grueso. Se pone el rallado de coco en una bandeja enmantequillada y se lleva al horno ca- liente hasta que dore un poco. Las panelas partidas y el agua se cocinan a fuego medio hasta obtener un melado grueso. (La fórmula antigua de reconocer el punto es esta: se saca con una cucharita un poco de melado y se deja chorrear sobre agua fría, entonces este debe entiesarse y quebrarse al presionarlo con los dedos). Se le agrega el coco y se vierte en una lata bajita enmantequillada y se deja enfriar un poco. Aún caliente, pero ya manejable con las manos, se re­coge y se cuelga de una horqueta de madera pelada y se em­pieza a estirar con las manos y los brazos por varias horas hasta que blanquee completamente. Se estira delgado y con unas tijeras se cortan porciones como palitos que se dejan se­car. Antes de cortarlos se pueden teñir con colores vegetales."
almojabanas,NA,372,Almojábanas,Boyacá y Cundinamarca,Cundinamarca,Ventequemada,NA,"1 libra (500 gr) de masa de maíz, opaco · 2 libras (1 kg) de cuajada, molida · 1 cucharadita
de sal · 1 cucharadita de polvo de hornear · 2 huevos batidos.","Se mezclan todos los ingredientes y se amasan bastante hasta obtener una pasta suave. Se divide en 25 porciones, con las que se forman las almojábanas, que se ponen sobre una lata engra­sada y se llevan al horno a 300 °, por unos 15 minutos, hasta que crezcan y se doren.",1,25,25,15 minutos,15,0,"Almojábanas  V e n ta q u e m a d a ,
Cundinamarca
|
|
Grado de dificultad *    Tiempo de cocción: 15 minutos    Raciones: 25
(ver fotos págs. 244-245)
1 libra (500 gr) de masa de maíz, opaco · 2 libras (1 kg) de cuajada, molida · 1 cucharadita
de sal · 1 cucharadita de polvo de hornear · 2 huevos batidos.
Se mezclan todos los ingredientes y se amasan bastante hasta obtener una pasta sua-
ve. Se divide en 25 porciones, con las que se forman las almojábanas, que se ponen
sobre una lata engra­sada y se llevan al horno a 300 °, por unos 15 minutos, hasta que
crezcan y se doren."
almojabanas-372,NA,372,"Almojábanas, 372",Boyacá y Cundinamarca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
almojabanas-con-miel-de-abejas,186,272,Almojábanas con miel de abejas,"Valle, Cauca y Nariño",Valle,NA,NA,NA,Se cortan las almojábanas en dos (mejor un poco añejas) y se bañan con la miel (o almíbar de azúcar). Se ponen sobre una lata engrasada y se llevan al horno caliente durante 10 mi­nutos.,1,NA,NA,20 minutos,20,NA,Almojábanas con miel de abejas Va l l e Grado de dificultad * | Tiempo de preparación: 20 minutos Se cortan las almojábanas en dos (mejor un poco añejas) y se bañan con la miel (o almíbar de azúcar). Se ponen sobre una lata engrasada y se llevan al horno caliente durante 10 mi­nutos.
ancas-de-rana,130,130,Ancas de rana,Llanos y Amazonia,Amazonas,NA,NA,2 libras (1 kg) de ancas de rana · 1 limón · aceite · sal.,"Se limpian las ancas, se frotan un poco con limón y se fríen sin sal, hasta dorarlas, en abundante aceite que las cubra. Se co­locan sobre un papel absorbente, se salan y se sirven. Son muy apreciadas como aperitivo o como plato, o acompañadas con arroz blanco y un vegetal guisado.",1,6,8,15 minutos,15,NA,"Ancas de rana Amazonas Grado de dificultad * | Tiempo de preparación: 15 minutos | Raciones: 6 a 8 2 libras (1 kg) de ancas de rana · 1 limón · aceite · sal. Se limpian las ancas, se frotan un poco con limón y se fríen sin sal, hasta dorarlas, en abundante aceite que las cubra. Se co­locan sobre un papel absorbente, se salan y se sirven. Son muy apreciadas como aperitivo o como plato, o acompañadas con arroz blanco y un vegetal guisado."
anejo,160,160,Añejo,"Valle, Cauca y Nariño",Nariño,NA,NA,2 libras (1 kg) de maíz morocho · 2 litros de agua.,"Se remoja el maíz, se lava bien, se quiebra y se despluma (se pela). Se pone en una olla de barro con agua que lo cubra, por 15 días, se escurre y se muele bien fino, se pasa por un cernidor dos veces, moliendo cualquier residuo que quede y colándolo de nuevo con agua fresca; se deja quieto para que se asiente. Este asiento o almidón de maíz se pone a cocinar en una paila de bronce (o cobre), revolviendo, hasta que se desprenda de la paila. Se retira del fuego y se conserva en lu­gar fresco. Esta masa es muy popular en Nariño y se consigue fácilmente en cualquier mercado.",2,NA,NA,15 minutos en 15 días,15,15,"Añejo Nariño Masa Grado de dificultad ** | Tiempo de preparación: 15 minutos en 15 días 2 libras (1 kg) de maíz morocho · 2 litros de agua. Se remoja el maíz, se lava bien, se quiebra y se despluma (se pela). Se pone en una olla de barro con agua que lo cubra, por 15 días, se escurre y se muele bien fino, se pasa por un cernidor dos veces, moliendo cualquier residuo que quede y colándolo de nuevo con agua fresca; se deja quieto para que se asiente. Este asiento o almidón de maíz se pone a cocinar en una paila de bronce (o cobre), revolviendo, hasta que se desprenda de la paila. Se retira del fuego y se conserva en lu­gar fresco. Esta masa es muy popular en Nariño y se consigue fácilmente en cualquier mercado."
arepa-de-arriero,76,76,Arepa de arriero,Antioquia y Viejo Caldas,Antioquia,NA,NA,1 libra (500 gr) de maíz trillado · ½ libra (250 gr) de chicha­rrones de ampolleta de res · sal a gusto.,"Se remoja el maíz en agua por 5 días (cambiándola a diario). Se saca y se muele con los chicharrones y la sal. Se arman las arepas delgadas, se asan en una sartén o sobre una lata de hornear.",2,8,10,20 minutos en 5 días,20,2,"Arepa de arriero Antioquia Grado de dificultad ** | Tiempo de preparación: 20 minutos en 5 días | Raciones: 8 a 10 1 libra (500 gr) de maíz trillado · ½ libra (250 gr) de chicha­rrones de ampolleta de res · sal a gusto. Se remoja el maíz en agua por 5 días (cambiándola a diario). Se saca y se muele con los chicharrones y la sal. Se arman las arepas delgadas, se asan en una sartén o sobre una lata de hornear."
arepa-de-chocolo,76,76,Arepa de chócolo,Antioquia y Viejo Caldas,Antioquia,NA,NA,NA,"Se desgranan los chócolos (muy tiernos) y se mue­len. Debe quedar una masa suave. Se arman las arepas y se ponen a asar sobre una hoja de plátano, luego se voltean so­bre una nueva hoja, hasta que queden bien asadas por ambos lados. (Opcional: se abren con un cuchillo y se les introduce queso blanco en rebanaditas, se regresan al fuego por 1 minuto hasta que el queso se derrita, y se sirven).",2,NA,NA,20 minutos,20,NA,"Arepa de chócolo Antioquia Grado de dificultad ** | Tiempo de preparación: 20 minutos Se desgranan los chócolos (muy tiernos) y se mue­len. Debe quedar una masa suave. Se arman las arepas y se ponen a asar sobre una hoja de plátano, luego se voltean so­bre una nueva hoja, hasta que queden bien asadas por ambos lados. (Opcional: se abren con un cuchillo y se les introduce queso blanco en rebanaditas, se regresan al fuego por 1 minuto hasta que el queso se derrita, y se sirven)."
arepa-de-maiz-pelao,76,76,Arepa de maíz pelao,Antioquia y Viejo Caldas,Antioquia,NA,NA,"3 tazas de quesito molido · 1½ taza de harina de maíz · 2 huevos batidos · ¼ taza de leche · 1 cucharadita de azúcar · aceite. 2 libras de queso fresco, molido · 4 huevos batidos · ½ libra (250 gr) de harina de maíz · 1 cucharada de almidón.","El maíz entero, blanco o amarillo, se pone a remojar en agua con un poco de lejía, por 24 horas. Se saca, se lava bien, res­tregándolo para sacarle el afrecho (que quede pelado sin im­purezas). Se pone a cocinar en agua fresca por 1½ hora; cuando esté blando, se saca, se escurre bien, se muele y se amasa (si se prefiere con un poco de sal). Se forman las arepas, redondas, planchas, para el desayuno y redondas en boli- tas para acompañar el almuerzo. Buñuelos Antioquia Se mezclan todos los ingredientes, y se amasan hasta lo­grar una masa suave. Se for- man bolitas con las manos hú­medas y se ponen a freír en aceite caliente. Se tapa, cuan­do se esponjen y suban se aumenta el fuego y se dejan dorar. Se sacan y se ponen a escurrir sobre papel absorbente. Buñuelos (otra receta) Antioquia Se revuelven todos los ingredientes hasta lograr una masa suave, y se forman bolitas con las manos húmedas. Se po­nen en aceite no muy caliente, y cuando empiecen a crecer se aumenta el fuego. Se dejan dorar y se escurren. Se sirven con almíbar de azahares. Almíbar de azahares: se prepara un almíbar liviano con agua de azahares (flores de naranjo) y azúcar, y se deja calar a gusto.",2,NA,NA,1 ½ hora,90,NA,"Arepa de maíz pelao Antioquia Grado de dificultad ** | Tiempo de cocción: 1 ½ hora El maíz entero, blanco o amarillo, se pone a remojar en agua con un poco de lejía, por 24 horas. Se saca, se lava bien, res­tregándolo para sacarle el afrecho (que quede pelado sin im­purezas). Se pone a cocinar en agua fresca por 1½ hora; cuando esté blando, se saca, se escurre bien, se muele y se amasa (si se prefiere con un poco de sal). Se forman las arepas, redondas, planchas, para el desayuno y redondas en boli- tas para acompañar el almuerzo. Buñuelos Antioquia Grado de dificultad * | Tiempo de preparación: 20 minutos | Raciones: 8 a 10 3 tazas de quesito molido · 1½ taza de harina de maíz · 2 huevos batidos · ¼ taza de leche · 1 cucharadita de azúcar · aceite. Se mezclan todos los ingredientes, y se amasan hasta lo­grar una masa suave. Se for- man bolitas con las manos hú­medas y se ponen a freír en aceite caliente. Se tapa, cuan­do se esponjen y suban se aumenta el fuego y se dejan dorar. Se sacan y se ponen a escurrir sobre papel absorbente. Buñuelos (otra receta) Antioquia Grado de dificultad * | Tiempo de preparación: 20 minutos | Raciones: 8 a 10 2 libras de queso fresco, molido · 4 huevos batidos · ½ libra (250 gr) de harina de maíz · 1 cucharada de almidón. Se revuelven todos los ingredientes hasta lograr una masa suave, y se forman bolitas con las manos húmedas. Se po­nen en aceite no muy caliente, y cuando empiecen a crecer se aumenta el fuego. Se dejan dorar y se escurren. Se sirven con almíbar de azahares. Almíbar de azahares: se prepara un almíbar liviano con agua de azahares (flores de naranjo) y azúcar, y se deja calar a gusto."
